,Crude1,WTI_Midland,Brent,RBOB,Ethanol,Corn,CAD_Heavy,VIX,ULSD,OPEC_Basket,RBOB_Crack,GC_ULSD_Crack,NY_ULSD_Crack,NG_HB,S_P,VLO
2017-01-05,53.76,-0.06,56.89,1.6377,1.507,361.25,-15.044,13.025,1.6942,53.02,21.45,14.58,17.13,3.273,2264.3,60.913052
2017-01-06,53.99,-0.11,57.1,1.634,1.551,358.0,-14.459,12.875,1.7032,53.5,21.45,14.69,17.27,3.285,2271.5,59.995036999999996
2017-01-09,51.96,-0.22,54.94,1.5707,1.524,360.0,-14.296,12.925,1.6376,52.85,20.94,14.27,16.68,3.103,2265.0,59.73403199999999
2017-01-10,50.82,-0.17,53.64,1.5467,1.503,358.25,-14.193,12.875,1.6114,51.46,21.15,14.44,16.72,3.278,2263.7,59.878029000000005
2017-01-11,52.25,-0.17,55.1,1.5929,1.492,357.25,-14.232,12.525,1.6524,50.98,21.64,14.67,16.96,3.224,2270.6,60.373043
2017-01-12,53.01,-0.22,56.01,1.6108,1.475,358.25,-14.234,12.475,1.6756,52.3,21.59,14.63,17.08,3.386,2263.4,59.869034
2017-01-13,52.37,-0.27,55.45,1.6117,1.476,358.5,-14.203,12.175,1.6514,52.64,22.24,14.42,16.88,3.419,2272.5,59.752033
2017-01-17,52.48,-0.18,55.47,1.6004,1.506,365.5,-14.084,12.175,1.6486,52.6,21.92,14.28,16.75,3.412,2262.7,59.572033
2017-01-18,51.08,0.03,53.92,1.5487,1.503,365.0,-14.084,14.175,1.6092,52.22,21.53,13.9,16.61,3.302,2266.6,60.076035
2017-01-19,51.37,0.09,54.16,1.5345,1.475,366.25,-14.084,14.225,1.6183,51.45,21.09,14.05,16.68,3.368,2261.6,59.464024
2017-01-20,52.42,0.19,55.49,1.566,1.49,369.75,-14.0,13.825,1.6459,51.8,21.31,14.1,16.7,3.204,2265.9,59.617027
2017-01-23,52.75,0.36,55.23,1.5667,1.492,369.5,-13.85,13.575,1.6265,52.1,21.81,14.0,16.58,3.243,2262.0,59.62603000000001
2017-01-24,53.18,0.28,55.44,1.5759,1.461,363.25,-14.0,13.025,1.6415,52.51,21.96,14.18,16.64,3.279,2274.6,61.075054
2017-01-25,52.75,0.28,55.08,1.5238,1.441,366.25,-13.65,12.725,1.6114,52.14,20.89,13.98,16.43,3.332,2293.9,61.498066
2017-01-26,53.78,0.37,56.24,1.5427,1.461,363.75,-13.5,12.675,1.6409,52.91,20.7,14.1,16.47,3.382,2294.1,60.634052000000004
2017-01-27,53.17,0.37,55.52,1.5271,1.476,362.5,-13.4,12.525,1.6189,52.88,20.48,14.07,16.43,3.391,2289.1,60.580051
2017-01-30,52.63,0.22,55.23,1.5055,1.48,357.75,-13.35,12.875,1.6067,52.78,20.29,14.1,16.43,3.232,2276.0,61.408073
2017-01-31,52.81,0.22,55.58,1.5256,1.493,359.75,-13.3,12.925,1.6117,52.19,20.72,14.11,16.43,3.117,2274.5,59.185013
2017-02-01,53.88,0.17,56.8,1.5791,1.481,368.25,-13.667,12.675,1.674,52.76,20.82,14.12,16.27,3.168,2274.5,58.834011
2017-02-02,53.54,0.22,56.56,1.5329,1.489,367.5,-13.556,12.925,1.6518,53.93,19.71,14.12,15.71,3.187,2275.4,58.879017000000005
2017-02-03,53.83,0.22,56.81,1.5537,1.489,365.25,-13.602,12.475,1.6651,54.24,20.22,14.16,15.94,3.063,2291.0,58.960014
2017-02-06,53.01,0.27,55.72,1.5103,1.54,363.75,-13.689,12.475,1.6352,53.77,19.59,13.83,15.58,3.05,2286.5,58.60000600000001
2017-02-07,52.17,0.27,55.05,1.4875,1.572,368.5,-13.825,12.575,1.6221,52.78,19.47,14.13,15.81,3.13,2288.4,58.897003000000005
2017-02-08,52.34,0.37,55.12,1.5527,1.604,370.75,-14.197,12.575,1.636,52.13,20.93,14.6,16.12,3.126,2290.2,60.373043
2017-02-09,53.0,0.37,55.63,1.5702,1.589,369.5,-14.029,12.025,1.6415,52.76,20.9,14.27,15.86,3.141,2304.3,60.859058
2017-02-10,53.86,0.42,56.7,1.5896,1.601,374.5,-14.14,11.725,1.6659,53.23,20.83,14.38,15.96,3.034,2312.7,60.724045
2017-02-13,52.93,0.28,55.59,1.5446,1.585,375.5,-14.036,11.425,1.6273,53.47,20.34,13.97,15.55,2.944,2326.3,60.969593
2017-02-14,53.2,0.33,55.97,1.5467,1.542,374.25,-14.035,11.175,1.6382,53.31,20.28,14.07,15.65,2.905,2337.0,61.497085999999996
2017-02-15,53.11,0.28,55.75,1.5479,1.553,378.75,-14.021,12.875,1.6305,53.1,20.44,13.96,15.55,2.925,2350.4,61.624396999999995
2017-02-16,53.36,0.13,55.65,1.5247,1.541,373.5,-14.021,12.975,1.6291,53.14,19.48,14.0,15.44,2.854,2345.6,60.569435
2017-02-17,53.4,-0.16,55.81,1.5166,1.52,368.25,-14.021,13.125,1.6364,53.11,19.28,14.1,15.55,2.834,2347.9,59.559937
2017-02-21,54.06,-0.16,56.66,1.494,1.498,369.25,-14.1,13.175,1.6425,53.88,17.97,14.01,15.45,2.564,2360.0,60.26931
2017-02-22,53.59,-0.16,55.84,1.5133,1.504,371.0,-14.35,13.225,1.6296,53.48,19.15,14.2,15.49,2.592,2360.9,60.03286
2017-02-23,54.45,-0.26,56.58,1.5286,1.506,365.5,-13.95,13.525,1.6567,53.95,18.84,14.17,15.55,2.617,2362.8,60.960499
2017-02-24,53.99,-0.21,55.99,1.5148,1.504,364.0,-13.6,13.325,1.6404,53.61,18.83,14.13,15.52,2.627,2364.9,60.678577000000004
2017-02-27,54.05,-0.31,55.93,1.5327,1.505,360.25,-13.75,13.275,1.6399,53.85,18.97,14.12,15.51,2.693,2368.3,61.151478000000004
2017-02-28,54.01,-0.36,56.51,1.512,1.525,366.75,-13.95,13.525,1.6208,53.4,18.47,14.08,15.47,2.774,2362.8,61.797192
2017-03-01,53.83,-0.4,56.36,1.678,1.521,375.75,-13.801,13.275,1.6241,54.15,16.49,14.1,14.22,2.799,2393.5,62.279202000000005
2017-03-02,52.61,-0.5,55.08,1.6433,1.477,372.75,-14.03,13.275,1.5791,53.74,16.26,14.1,13.59,2.804,2381.9,60.433014
2017-03-03,53.33,-0.48,55.9,1.6531,1.477,374.75,-14.235,12.825,1.5936,53.01,15.98,12.11,13.48,2.827,2381.2,60.096518999999994
2017-03-06,53.2,-0.47,56.01,1.6723,1.506,372.75,-14.273,12.675,1.6045,53.13,16.78,12.51,13.98,2.901,2375.4,60.423931
2017-03-07,53.14,-0.55,55.92,1.6798,1.491,369.5,-14.167,12.625,1.6139,53.54,17.09,12.86,14.35,2.824,2366.4,59.678185
2017-03-08,50.28,-0.58,53.11,1.6526,1.485,365.25,-14.248,12.675,1.5567,52.69,18.42,13.15,14.7,2.901,2364.1,60.814994999999996
2017-03-09,49.28,-0.58,52.19,1.6243,1.488,359.75,-14.323,12.775,1.5295,50.82,18.27,13.01,14.59,2.974,2366.3,60.460304
2017-03-10,48.49,-0.59,51.37,1.6001,1.52,358.0,-14.329,12.525,1.5036,49.81,18.12,12.79,14.39,3.008,2371.8,60.542156000000006
2017-03-13,48.4,-0.63,51.35,1.5807,1.533,354.5,-14.355,12.125,1.5006,49.0,17.65,12.74,14.36,3.043,2375.0,61.533466000000004
2017-03-14,47.72,-0.7,50.92,1.5835,1.519,353.75,-14.397,12.625,1.4919,48.63,18.1,12.9,14.52,2.938,2366.4,61.333378
2017-03-15,48.86,-0.65,51.81,1.5834,1.536,363.5,-14.371,12.275,1.5124,49.17,17.5,12.78,14.41,2.981,2383.7,62.506572999999996
2017-03-16,48.75,-0.7,51.74,1.5942,1.556,366.0,-14.366,11.925,1.5043,49.7,17.79,12.73,14.29,2.902,2382.7,62.342873
2017-03-17,48.78,-0.82,51.76,1.5989,1.541,367.5,-14.366,11.775,1.5085,49.36,17.87,12.8,14.35,2.948,2385.8,62.661170999999996
2017-03-20,48.22,-0.97,51.62,1.6113,1.529,363.5,-14.366,11.625,1.5141,49.18,18.28,13.09,14.63,3.041,2370.3,62.32468000000001
2017-03-21,47.34,-0.99,50.96,1.6052,1.522,361.25,-12.65,12.175,1.5033,49.23,18.46,13.24,14.74,3.093,2342.2,61.069637
2017-03-22,48.04,-0.92,50.64,1.6019,1.537,358.75,-12.65,13.925,1.4968,48.28,18.46,13.24,14.7,3.011,2342.6,61.451599
2017-03-23,47.7,-0.97,50.56,1.5896,1.537,356.75,-12.7,14.275,1.4901,48.35,18.42,13.24,14.73,3.051,2340.0,61.024166
2017-03-24,47.97,-1.0,50.8,1.6048,1.557,356.25,-12.45,13.925,1.4976,48.26,18.52,13.28,14.74,3.076,2344.8,59.823689
2017-03-27,47.73,-0.91,50.75,1.6189,1.54,355.75,-12.25,13.575,1.5025,48.25,18.69,13.39,14.83,3.052,2338.4,60.232937
2017-03-28,48.37,-0.91,51.33,1.6349,1.56,357.75,-12.25,12.925,1.5167,48.84,18.7,13.37,14.83,3.096,2351.4,60.287514
2017-03-29,49.51,-0.91,52.42,1.672,1.566,358.5,-12.15,12.925,1.5425,49.54,18.76,13.36,14.82,3.175,2357.0,61.060531999999995
2017-03-30,50.35,-0.91,52.96,1.6812,1.585,357.5,-11.65,12.825,1.5582,50.2,18.72,13.35,14.81,3.191,2364.6,60.232937
2017-03-31,50.6,-0.92,53.53,1.7001,1.614,364.25,-11.4,13.275,1.5736,50.43,18.74,13.36,14.83,3.19,2359.2,60.287514
2017-04-03,50.24,-0.93,53.12,1.6937,1.635,367.75,-10.45,13.475,1.5634,50.69,20.75,13.36,15.27,3.128,2356.1,60.232937
2017-04-04,51.03,-0.93,54.17,1.7217,1.649,363.0,-10.199,13.225,1.5923,50.6,21.11,13.36,15.67,3.293,2356.6,59.850970999999994
2017-04-05,51.15,-1.42,54.36,1.7153,1.649,364.75,-9.925,13.875,1.6035,51.96,20.77,14.42,15.99,3.266,2346.6,59.196163
2017-04-06,51.7,-1.29,54.89,1.7296,1.61,360.75,-9.851,13.575,1.6129,51.84,20.82,14.27,15.88,3.331,2353.7,59.17798199999999
2017-04-07,52.24,-1.26,55.24,1.7462,1.629,359.5,-9.763,14.025,1.6284,52.92,20.95,14.42,15.97,3.261,2352.2,59.632706000000006
2017-04-10,53.08,-1.25,55.98,1.7581,1.651,367.0,-9.54,15.025,1.6473,53.14,20.7,14.39,15.94,3.238,2352.5,59.432629000000006
2017-04-11,53.4,-1.35,56.23,1.7577,1.65,366.5,-9.597,15.975,1.6506,53.37,20.47,14.25,15.81,3.15,2351.1,59.687263
2017-04-12,53.11,-1.4,55.86,1.7417,1.672,369.0,-9.527,16.275,1.652,53.69,20.23,14.47,16.03,3.187,2340.8,59.23254
2017-04-13,53.18,-1.4,55.89,1.7349,1.671,371.0,-9.505,16.325,1.6495,53.38,20.02,14.48,15.93,3.227,2327.4,58.823292
2017-04-17,52.65,-1.43,55.36,1.7196,1.657,366.5,-9.487,15.075,1.6329,52.96,19.94,14.32,15.82,3.163,2345.0,59.287113
2017-04-18,52.41,-1.39,54.89,1.711,1.625,361.75,-9.487,14.725,1.6219,52.3,19.89,14.23,15.72,3.145,2337.3,58.341286
2017-04-19,50.44,-1.36,52.93,1.659,1.617,361.75,-9.487,14.575,1.5813,51.9,19.81,14.44,15.84,3.185,2333.7,57.741046999999995
2017-04-20,50.27,-1.31,52.99,1.6705,1.62,357.75,-10.45,14.325,1.5789,50.49,20.05,14.51,15.86,3.159,2352.1,58.295811
2017-04-21,49.62,-1.27,51.96,1.6445,1.624,357.0,-10.35,14.325,1.5533,50.01,20.05,14.55,15.87,3.101,2347.4,59.323485999999995
2017-04-24,49.23,-1.23,51.6,1.6214,1.619,359.25,-10.1,12.675,1.5427,49.66,19.89,14.53,15.85,3.066,2370.0,60.76951999999999
2017-04-25,49.56,-1.22,52.1,1.623,1.614,365.0,-10.0,12.475,1.5452,49.22,19.84,14.46,15.8,3.043,2385.0,59.869164000000005
2017-04-26,49.62,-1.22,51.82,1.5903,1.595,359.0,-9.85,12.375,1.5367,49.65,19.61,14.4,15.74,3.142,2382.2,59.02338
2017-04-27,48.97,-1.21,51.44,1.55,1.592,362.0,-9.4,12.375,1.5072,48.9,19.5,14.34,15.68,3.239,2386.1,59.405338
2017-04-28,49.33,-1.2,51.73,1.548,1.558,358.0,-9.25,12.275,1.504,49.33,19.48,14.32,15.65,3.276,2380.5,58.759631999999996
2017-05-01,48.84,-1.19,51.52,1.5272,1.573,369.25,-9.034,11.825,1.4878,49.19,15.21,14.31,13.56,3.215,2386.9,58.53226899999999
2017-05-02,47.66,-1.19,50.46,1.5136,1.535,364.0,-9.253,11.825,1.468,49.02,15.8,14.31,13.89,3.195,2385.8,58.650496999999994
2017-05-03,47.82,-0.88,50.79,1.5338,1.535,366.25,-9.252,12.075,1.4736,48.38,16.41,12.6,13.95,3.228,2383.2,59.02338
2017-05-04,45.52,-0.72,48.38,1.4812,1.468,358.0,-9.244,11.725,1.4123,47.49,16.48,12.35,13.71,3.186,2385.5,58.541363
2017-05-05,46.22,-0.76,49.1,1.5046,1.501,361.75,-9.398,11.775,1.4366,46.6,16.71,12.62,13.97,3.266,2397.7,59.423522999999996
2017-05-08,46.43,-0.75,49.34,1.5178,1.482,356.75,-9.591,11.425,1.4556,46.91,16.97,12.98,14.42,3.172,2395.0,60.123814
2017-05-09,45.88,-0.71,48.73,1.4895,1.451,358.25,-9.645,11.425,1.4421,46.88,16.52,12.97,14.41,3.227,2393.3,60.596714
2017-05-10,47.33,-0.67,50.22,1.5396,1.461,365.25,-9.64,11.525,1.4754,47.35,16.96,12.93,14.38,3.292,2395.3,60.642185
2017-05-11,47.83,-0.63,50.77,1.5622,1.482,360.5,-9.595,11.425,1.4899,48.41,17.25,12.94,14.44,3.376,2391.1,60.342075
2017-05-12,47.84,-0.63,50.84,1.5761,1.508,361.75,-9.571,11.225,1.4933,48.31,17.6,13.05,14.54,3.424,2388.7,60.405727
2017-05-15,48.85,-0.58,51.82,1.5954,1.507,367.75,-9.573,10.825,1.5096,49.77,17.49,12.83,14.36,3.349,2398.4,60.249485
2017-05-16,48.66,-0.57,51.65,1.6043,1.482,367.75,-9.582,11.075,1.5164,49.75,17.77,13.07,14.59,3.23,2397.1,59.321152000000005
2017-05-17,49.07,-0.51,52.21,1.6027,1.456,371.5,-9.582,14.225,1.5335,49.48,17.55,13.17,14.73,3.192,2357.5,58.64099100000001
2017-05-18,49.35,-0.47,52.51,1.6063,1.463,366.0,-9.582,14.275,1.5453,49.91,17.51,13.3,14.83,3.182,2363.6,58.402016
2017-05-19,50.33,-0.48,53.61,1.6523,1.483,372.5,-10.3,12.725,1.5827,50.91,17.84,13.52,15.03,3.256,2381.5,58.70533399999999
2017-05-22,50.73,-0.54,53.87,1.6626,1.47,375.0,-10.3,12.225,1.6021,51.54,17.84,13.66,15.15,3.33,2392.7,58.67775699999999
2017-05-23,51.47,-0.55,54.15,1.6614,1.464,369.5,-10.1,12.325,1.6067,51.34,17.74,13.62,15.12,3.219,2398.0,58.935116
2017-05-24,51.36,-0.58,53.96,1.6526,1.48,371.25,-10.05,11.975,1.6063,51.96,17.68,13.64,15.14,3.209,2401.9,58.650185
2017-05-25,48.9,-0.6,51.46,1.6093,1.498,369.25,-9.95,12.025,1.5509,51.24,17.79,13.64,15.16,3.184,2413.4,58.080318000000005
2017-05-26,49.8,-0.6,52.15,1.6426,1.52,374.25,-9.95,11.925,1.5633,49.48,17.86,13.6,15.11,3.236,2413.8,57.400158
2017-05-30,49.66,-0.61,51.84,1.6389,1.515,367.0,-9.75,11.825,1.5494,49.39,17.86,13.54,15.07,3.145,2410.7,57.069263
2017-05-31,48.32,-0.6,50.76,1.6122,1.524,372.0,-9.75,11.825,1.5153,48.69,17.87,13.55,15.06,3.071,2411.1,56.499401
2017-06-01,48.36,-0.6,50.63,1.6014,1.529,370.5,-10.147,11.625,1.5017,48.85,18.81,13.53,14.62,3.008,2429.6,57.096844
2017-06-02,47.66,-0.6,49.95,1.5771,1.554,372.75,-10.414,11.625,1.4848,47.33,18.51,13.53,14.63,2.999,2437.7,57.078453
2017-06-05,47.4,-0.71,49.47,1.5381,1.554,373.0,-10.367,11.775,1.4593,47.37,17.28,12.07,13.9,2.982,2434.5,57.354198
2017-06-06,48.19,-0.76,50.12,1.5545,1.559,377.25,-10.409,11.975,1.4662,46.98,17.2,11.52,13.48,3.042,2430.8,57.253098
2017-06-07,45.72,-0.84,48.06,1.4913,1.566,384.75,-10.409,11.875,1.4162,46.78,17.01,11.74,13.74,3.02,2431.9,57.262287
2017-06-08,45.64,-0.79,47.86,1.4919,1.543,385.75,-10.408,11.625,1.4223,45.78,17.09,12.08,14.0,3.028,2432.5,58.071125
2017-06-09,45.83,-0.77,48.15,1.5017,1.55,387.75,-10.355,11.725,1.4312,45.49,17.26,12.25,14.14,3.039,2430.5,59.982937
2017-06-12,46.08,-0.73,48.29,1.488,1.535,377.25,-10.372,11.875,1.4254,45.94,16.7,11.91,13.81,3.024,2428.5,60.589560999999996
2017-06-13,46.46,-0.69,48.72,1.4995,1.566,381.0,-10.393,11.425,1.4477,46.01,16.77,12.3,14.17,2.966,2440.0,61.150234
2017-06-14,44.73,-0.7,47.0,1.4327,1.549,377.0,-10.36,11.475,1.4102,45.16,16.13,12.45,14.26,2.933,2437.2,59.514171999999995
2017-06-15,44.46,-0.73,46.92,1.4357,1.573,379.5,-10.334,11.525,1.4146,44.38,16.34,12.8,14.5,3.056,2434.3,59.459026
2017-06-16,44.74,-0.79,47.37,1.4548,1.571,384.0,-10.328,11.325,1.427,44.58,16.61,12.91,14.62,3.037,2434.89,60.479275
2017-06-19,44.2,-0.8,46.91,1.4506,1.55,375.25,-10.328,10.875,1.4111,44.46,16.78,12.91,14.57,2.894,2447.5,61.223774
2017-06-20,43.23,-0.82,46.02,1.424,1.522,370.0,-10.328,11.125,1.3949,43.9,16.69,13.0,14.66,2.907,2437.5,60.3414
2017-06-21,42.53,-0.86,44.82,1.4105,1.515,368.75,-10.45,12.175,1.3648,43.14,16.84,12.89,14.56,2.893,2433.6,59.449833
2017-06-22,42.74,-0.86,45.22,1.4345,1.498,362.75,-10.25,11.975,1.3716,42.58,17.09,12.84,14.58,2.894,2431.8,59.578509999999994
2017-06-23,43.01,-0.88,45.54,1.4341,1.491,357.75,-10.2,11.875,1.3717,43.02,17.02,12.77,14.51,2.929,2434.9,60.644718000000005
2017-06-26,43.38,-0.85,45.83,1.4387,1.497,359.0,-10.2,11.625,1.3802,43.14,16.98,12.78,14.51,3.027,2436.0,60.699856000000004
2017-06-27,44.24,-0.86,46.65,1.4598,1.503,359.25,-10.2,12.025,1.4137,44.23,16.98,12.92,14.61,3.037,2420.6,61.4076
2017-06-28,44.74,-0.85,47.31,1.4833,1.472,356.75,-10.0,11.675,1.433,44.48,17.05,12.93,14.65,3.067,2438.4,62.014225
2017-06-29,44.93,-0.84,47.42,1.4856,1.475,359.75,-9.9,12.025,1.446,45.36,17.04,12.97,14.68,3.042,2420.0,61.664955000000006
2017-06-30,46.04,-0.84,48.77,1.5152,1.509,370.5,-9.8,12.325,1.4755,45.63,17.04,12.97,14.69,3.035,2420.9,62.005024
2017-07-03,47.07,-0.85,49.68,1.5348,1.516,378.0,-9.8,12.575,1.5128,47.17,17.31,12.97,16.39,2.951,2425.0,62.519749
2017-07-05,45.13,-0.85,47.79,1.5024,1.511,381.75,-9.782,12.325,1.4785,47.04,17.87,12.97,16.87,2.84,2428.0,61.646568
2017-07-06,45.52,-1.19,48.11,1.5287,1.511,380.25,-9.868,13.025,1.4819,46.52,18.52,14.89,16.66,2.888,2408.4,61.085892
2017-07-07,44.23,-1.12,46.71,1.4984,1.518,382.25,-9.77,12.575,1.4482,45.11,18.54,14.82,16.55,2.864,2422.6,62.666817
2017-07-10,44.4,-1.14,46.88,1.5007,1.553,391.75,-9.683,12.225,1.4536,44.77,18.47,14.85,16.59,2.929,2424.6,62.584095
2017-07-11,45.04,-1.21,47.52,1.5183,1.561,392.25,-9.708,12.125,1.4763,44.79,18.55,15.18,16.83,3.047,2424.5,62.437031000000005
2017-07-12,45.49,-1.31,47.74,1.5208,1.55,376.25,-9.529,11.525,1.4737,46.02,18.32,14.78,16.45,2.985,2440.1,62.528946
2017-07-13,46.08,-1.33,48.42,1.5261,1.512,361.0,-9.524,11.075,1.4917,45.66,18.07,14.89,16.55,2.961,2445.6,62.299152
2017-07-14,46.54,-1.38,48.91,1.5605,1.538,365.25,-9.534,10.575,1.515,46.4,18.65,15.23,16.84,2.98,2456.1,62.538143000000005
2017-07-17,46.02,-1.25,48.42,1.5567,1.531,375.0,-9.565,10.275,1.4995,46.8,18.85,15.21,16.77,3.02,2458.6,61.977458999999996
2017-07-18,46.4,-1.23,48.84,1.5789,1.545,377.0,-9.565,10.125,1.5104,46.45,19.14,15.26,16.83,3.088,2457.8,62.050991
2017-07-19,47.12,-1.27,49.7,1.6169,1.54,382.5,-9.565,11.525,1.5514,46.85,19.52,15.71,17.27,3.066,2471.4,62.528946
2017-07-20,46.79,-1.18,49.3,1.6062,1.538,391.0,-9.85,11.475,1.5436,47.48,19.5,15.74,17.3,3.043,2471.2,62.060177
2017-07-21,45.77,-1.16,48.06,1.5633,1.519,379.75,-9.85,11.375,1.5152,46.99,19.27,15.73,17.28,2.97,2469.4,62.299152
2017-07-24,46.34,-1.13,48.6,1.5568,1.517,377.25,-9.9,11.325,1.5169,46.01,19.02,15.57,17.13,2.899,2468.4,62.207249
2017-07-25,47.89,-1.11,50.2,1.5962,1.505,368.75,-9.9,11.175,1.5685,47.11,19.05,15.75,17.29,2.944,2474.1,62.905804
2017-07-26,48.75,-1.12,50.97,1.6173,1.52,372.75,-9.95,11.275,1.5953,48.51,19.05,15.83,17.34,2.924,2473.3,62.492183999999995
2017-07-27,49.04,-1.11,51.49,1.6446,1.53,374.25,-9.95,11.425,1.6032,48.88,19.17,15.8,17.34,2.969,2471.9,62.12451899999999
2017-07-28,49.71,-1.12,52.52,1.6761,1.541,374.25,-10.2,11.375,1.6397,49.46,19.25,15.9,17.43,2.941,2470.3,61.297309999999996
2017-07-31,50.17,-1.11,52.72,1.7058,1.554,370.75,-9.95,11.275,1.6519,49.97,19.28,15.91,17.43,2.794,2468.0,63.392933
2017-08-01,49.16,-1.11,51.78,1.6613,1.547,362.5,-10.187,11.225,1.6413,49.61,20.57,15.94,19.73,2.819,2472.3,63.255069999999996
2017-08-02,49.59,-1.11,52.36,1.6448,1.559,365.0,-10.046,11.275,1.6588,49.75,19.5,15.94,20.03,2.811,2473.5,62.960941000000005
2017-08-03,49.03,-1.07,52.01,1.6319,1.559,363.5,-9.965,11.325,1.6389,50.26,19.51,18.37,19.77,2.8,2471.7,62.960941000000005
2017-08-04,49.58,-0.93,52.42,1.6463,1.576,366.5,-9.966,11.275,1.6486,49.96,19.56,18.21,19.65,2.774,2472.1,62.988518000000006
2017-08-07,49.39,-0.95,52.37,1.6299,1.595,372.25,-9.966,11.125,1.6398,50.06,19.13,18.03,19.48,2.801,2477.4,63.146384999999995
2017-08-08,49.17,-0.87,52.14,1.6208,1.594,369.75,-10.054,11.525,1.6292,50.5,19.02,17.8,19.31,2.822,2472.8,62.951363
