,Crude1,WTI_Midland,Brent,RBOB,Ethanol,Corn,CAD_Heavy,VIX,ULSD,OPEC_Basket,RBOB_Crack,GC_ULSD_Crack,NY_ULSD_Crack,NG_HB,S_P,VLO
2017-08-09,49.56,-0.76,52.7,1.62,1.591,372.25,-10.055,11.725,1.6533,50.48,18.7,18.28,19.78,2.883,2473.0,62.152756000000004
2017-08-10,48.59,-0.64,51.9,1.6028,1.55,357.25,-10.03,15.525,1.6313,50.7,18.88,18.17,19.81,2.985,2437.6,61.47485
2017-08-11,48.82,-0.74,52.1,1.613,1.575,360.75,-10.03,15.425,1.6346,49.37,19.01,18.1,19.75,2.983,2440.1,61.428431999999994
2017-08-14,47.59,-0.61,50.73,1.5767,1.58,362.75,-9.961,12.45,1.6057,49.46,18.83,18.25,19.76,2.959,2463.5,62.022743000000006
2017-08-15,47.55,-0.56,50.8,1.5795,1.551,355.25,-9.933,12.325,1.5996,48.45,18.92,18.17,19.64,2.935,2463.7,62.35705600000001
2017-08-16,46.78,-0.44,50.27,1.5638,1.531,352.5,-9.93,13.075,1.5744,48.69,18.97,18.02,19.48,2.89,2467.5,61.279846
2017-08-17,47.09,-0.39,51.03,1.5869,1.51,350.5,-9.917,14.925,1.582,48.07,19.29,18.03,19.5,2.929,2429.5,59.942631000000006
2017-08-18,48.51,-0.26,52.72,1.624,1.507,352.0,-9.917,14.975,1.6204,48.86,19.35,18.11,19.58,2.893,2426.8,60.128356999999994
2017-08-21,47.37,-0.29,51.66,1.5841,1.539,349.0,-9.917,14.125,1.5712,49.8,19.14,17.74,19.21,2.962,2428.0,60.081920999999994
2017-08-22,47.64,-0.35,51.87,1.5908,1.541,346.0,-10.0,12.975,1.5912,49.5,19.14,17.94,19.4,2.939,2452.8,60.899105000000006
2017-08-23,48.41,-0.36,52.57,1.6189,1.52,342.0,-10.05,13.625,1.6244,49.49,19.31,18.21,19.65,2.928,2441.5,61.019833
2017-08-24,47.43,-0.41,52.04,1.6641,1.51,342.0,-9.9,13.425,1.621,49.76,20.07,18.46,19.87,2.949,2440.8,62.626346999999996
2017-08-25,47.87,-0.39,52.41,1.6666,1.5,338.75,-9.9,13.075,1.6223,49.93,19.99,18.37,19.78,2.892,2442.5,62.83993100000001
2017-08-28,46.57,-0.5,51.89,1.7123,1.515,336.0,-10.3,13.025,1.6352,49.86,20.56,18.82,20.11,2.925,2443.7,63.536388
2017-08-29,46.44,-0.52,52.0,1.7833,1.514,333.5,-10.75,13.175,1.6655,49.51,20.97,19.04,20.29,2.961,2447.1,63.07209
2017-08-30,45.96,-0.51,50.86,1.8847,1.489,329.5,-11.3,13.175,1.6738,49.41,21.38,19.1,20.36,2.939,2455.8,63.527122
2017-08-31,47.23,-0.52,52.86,2.1399,1.547,342.25,-12.15,12.625,1.7575,49.36,21.78,19.22,20.45,3.04,2470.1,63.239243
2017-09-01,47.29,-0.52,52.75,1.7479,1.556,340.0,-12.15,12.625,1.7468,49.68,25.87,19.22,25.83,3.07,2474.2,64.260719
2017-09-05,48.66,-0.52,53.38,1.6991,1.565,344.25,-12.15,13.175,1.748,50.99,22.7,19.22,24.65,2.972,2459.7,63.062808999999994
2017-09-06,49.16,-0.8,54.2,1.6733,1.56,347.0,-12.15,13.175,1.7595,52.04,21.29,25.22,24.65,3.0,2465.5,63.24853100000001
2017-09-07,49.09,-0.99,54.49,1.661,1.526,341.75,-12.15,12.825,1.7861,52.48,20.91,26.63,25.66,2.981,2466.4,63.944995999999996
2017-09-08,47.48,-1.22,53.78,1.6476,1.535,344.25,-12.15,13.275,1.7657,52.53,21.7,26.59,26.21,2.89,2462.6,64.576462
2017-09-11,48.07,-0.91,53.84,1.6345,1.544,345.5,-11.7,12.075,1.7427,51.82,20.86,25.04,25.06,2.95,2487.5,64.827187
2017-09-12,48.23,-0.98,54.27,1.6563,1.55,340.0,-11.85,11.875,1.7406,52.08,21.4,24.58,24.9,3.001,2495.9,65.198616
2017-09-13,49.3,-1.04,55.16,1.6473,1.563,338.5,-12.2,11.525,1.7685,52.92,20.48,24.55,24.99,3.058,2496.6,65.93225100000001
2017-09-14,49.89,-1.07,55.47,1.6287,1.545,341.75,-11.85,11.475,1.7775,53.63,19.66,24.4,24.85,3.07,2496.4,64.947914
2017-09-15,49.89,-1.09,55.62,1.6617,1.545,354.75,-11.659,11.125,1.7988,53.64,20.39,24.75,25.32,3.024,2496.83,66.052971
2017-09-18,49.91,-0.97,55.48,1.6686,1.566,351.5,-11.659,10.675,1.7796,53.78,20.56,24.32,24.94,3.146,2502.7,67.0466
2017-09-19,49.48,-0.99,55.14,1.655,1.557,348.25,-11.659,10.825,1.7726,53.81,20.51,24.35,25.01,3.122,2504.7,67.520195
2017-09-20,50.41,-0.95,56.29,1.6551,1.538,350.0,-11.55,12.275,1.807,54.06,20.19,24.6,25.27,3.094,2505.2,67.956642
2017-09-21,50.55,-0.95,56.43,1.6438,1.511,350.25,-11.6,12.325,1.8153,54.59,20.06,24.76,25.43,2.946,2500.9,68.123802
2017-09-22,50.66,-0.94,56.86,1.6684,1.514,353.5,-11.45,12.425,1.8163,54.84,20.34,24.74,25.41,2.959,2499.4,68.987411
2017-09-25,52.22,-0.88,59.02,1.722,1.527,353.75,-11.45,12.375,1.8563,55.62,20.51,24.65,25.44,2.919,2497.0,69.758186
2017-09-26,51.88,-0.94,58.44,1.6988,1.527,352.25,-11.1,12.275,1.8453,56.43,20.39,24.6,25.42,2.918,2495.6,69.609596
2017-09-27,52.14,-0.93,57.9,1.654,1.515,354.0,-11.3,12.175,1.8463,56.07,20.07,24.61,25.39,2.974,2504.5,70.083191
2017-09-28,51.56,-0.93,57.41,1.6318,1.55,352.5,-11.25,11.925,1.832,55.59,20.03,24.59,25.39,3.017,2507.7,71.26255
2017-09-29,51.67,-0.93,56.79,1.6065,1.506,355.25,-11.3,11.675,1.8117,55.2,19.97,24.54,25.33,3.007,2516.1,71.438988
2017-10-02,50.58,-0.91,56.12,1.5553,1.48,351.5,-11.207,11.375,1.7665,54.6,14.64,24.54,23.51,2.916,2526.3,71.55043
2017-10-03,50.42,-0.91,56.0,1.5655,1.48,349.5,-11.107,11.375,1.7505,54.28,15.2,24.54,23.02,2.895,2532.8,72.033302
2017-10-04,49.98,-0.28,55.8,1.5805,1.46,348.25,-11.263,11.325,1.7739,53.93,16.17,22.73,24.31,2.94,2536.2,72.144745
2017-10-05,50.79,-0.21,57.0,1.6114,1.438,349.5,-11.23,10.825,1.7863,54.62,16.59,22.48,24.05,2.923,2549.9,71.754723
2017-10-06,49.29,-0.16,55.62,1.5588,1.42,350.0,-11.162,10.825,1.7439,54.47,16.01,22.17,23.83,2.863,2545.1,71.717575
2017-10-09,49.58,-0.16,55.79,1.5594,1.415,349.5,-11.162,11.125,1.7352,53.7,15.8,21.57,23.32,2.833,2543.8,71.624718
2017-10-10,50.92,-0.17,56.61,1.5915,1.42,349.25,-11.158,10.925,1.7649,54.23,15.82,21.44,23.26,2.891,2548.5,71.847588
2017-10-11,51.3,-0.07,56.94,1.6092,1.425,346.0,-11.201,10.775,1.7861,54.54,16.07,21.79,23.62,2.889,2553.0,72.358307
2017-10-12,50.6,-0.1,56.25,1.5832,1.426,349.0,-11.182,10.575,1.7655,54.44,15.81,21.65,23.5,2.989,2549.4,72.349037
2017-10-13,51.45,-0.07,57.17,1.6222,1.431,352.75,-11.221,10.275,1.797,55.12,16.3,21.97,23.8,3.0,2552.8,72.506905
2017-10-16,51.87,0.03,57.82,1.6169,1.419,350.5,-11.178,10.275,1.8129,55.74,15.95,22.11,23.93,2.946,2556.2,71.894012
2017-10-17,51.88,0.13,57.88,1.6301,1.428,350.0,-11.144,10.375,1.8098,55.83,16.23,22.05,23.88,2.962,2556.9,72.079735
2017-10-18,52.04,0.22,58.15,1.6429,1.411,348.5,-11.144,11.575,1.8028,56.12,16.41,21.8,23.68,2.854,2560.1,72.079735
2017-10-19,51.29,0.1,57.23,1.6447,1.392,349.0,-11.144,11.475,1.7767,55.52,16.75,21.61,23.54,2.873,2560.5,72.08901999999999
2017-10-20,51.47,0.01,57.75,1.6781,1.386,344.5,-12.25,11.325,1.8052,55.41,17.14,21.93,23.85,2.915,2574.0,72.005455
2017-10-23,51.9,-0.05,57.37,1.6783,1.419,351.25,-12.25,11.775,1.7878,55.77,17.12,21.68,23.6,2.991,2563.4,71.875435
2017-10-24,52.47,-0.11,58.33,1.7155,1.42,352.75,-12.65,11.925,1.8221,55.59,17.4,21.9,23.84,2.974,2567.3,72.144745
2017-10-25,52.18,-0.08,58.44,1.7348,1.396,351.0,-12.65,12.025,1.8182,56.33,17.64,21.92,23.87,2.919,2558.5,72.13544499999999
2017-10-26,52.64,-0.04,59.3,1.7506,1.389,350.5,-12.75,12.075,1.8419,56.45,17.68,22.04,23.97,2.89,2561.6,70.844666
2017-10-27,53.9,-0.03,60.44,1.7686,1.395,348.75,-12.9,11.425,1.8669,57.55,17.61,22.02,23.94,2.752,2578.4,72.200462
2017-10-30,54.15,-0.02,60.9,1.7641,1.425,348.75,-13.1,11.575,1.8777,58.27,17.58,22.02,23.96,2.966,2568.3,72.80405400000001
2017-10-31,54.38,-0.03,60.94,1.7796,1.43,345.75,-13.1,11.275,1.8845,58.53,17.6,22.02,23.96,2.896,2572.7,73.259087
2017-11-01,54.3,-0.01,60.49,1.741,1.43,348.25,-13.1,11.375,1.8625,59.21,18.75,22.02,23.86,2.893,2574.8,74.949173
2017-11-02,54.54,-0.01,60.62,1.7697,1.42,350.5,-13.919,11.125,1.8539,58.45,19.66,22.02,23.27,2.935,2576.7,75.76636500000001
2017-11-03,55.64,0.32,62.07,1.7934,1.42,348.25,-14.168,10.975,1.8866,59.12,19.57,20.98,23.52,2.984,2582.7,75.10704
2017-11-06,57.35,0.4,64.27,1.83,1.48,348.0,-13.921,10.725,1.9422,61.02,19.43,21.38,24.07,3.134,2588.7,75.63636
2017-11-07,57.2,0.34,63.69,1.8153,1.468,347.75,-13.699,10.875,1.9219,62.07,19.05,20.73,23.49,3.152,2586.8,75.989243
2017-11-08,56.81,0.3,63.49,1.8213,1.446,348.25,-13.947,10.875,1.9216,61.61,19.53,21.17,23.78,3.175,2590.9,75.840652
2017-11-09,57.17,0.33,63.93,1.8197,1.44,341.5,-14.111,11.125,1.9469,61.7,19.23,21.48,24.29,3.2,2583.9,75.478493
2017-11-10,56.74,0.36,63.52,1.8124,1.456,343.5,-14.099,11.6,1.9349,61.91,19.31,21.34,24.23,3.213,2579.6,75.562065
2017-11-13,56.76,0.35,63.16,1.7929,1.442,342.25,-13.982,11.625,1.9321,61.27,18.8,21.2,24.15,3.167,2581.9,74.912041
2017-11-14,55.7,0.33,62.21,1.7612,1.405,337.5,-14.016,12.05,1.907,60.52,18.65,21.21,24.16,3.102,2577.9,75.562065
2017-11-15,55.33,0.37,61.87,1.7388,1.408,338.25,-14.047,13.175,1.9087,59.79,18.35,21.37,24.39,3.08,2565.1,75.66422299999999
2017-11-16,55.14,0.38,61.36,1.7137,1.39,336.5,-14.046,12.675,1.9021,59.98,17.93,21.34,24.35,3.053,2585.0,76.258537
2017-11-17,56.55,0.35,62.72,1.7447,1.415,343.0,-14.046,12.625,1.9466,59.9,17.9,21.58,24.56,3.097,2576.3,76.964287
2017-11-20,56.09,0.3,62.22,1.7438,1.398,345.0,-14.046,12.075,1.9321,60.33,18.01,21.44,24.45,3.047,2582.1,76.879997
2017-11-21,56.83,0.35,62.57,1.7731,1.392,345.0,-16.95,11.625,1.9359,60.49,18.28,21.33,24.36,3.017,2596.3,78.481468
2017-11-22,58.02,0.34,63.32,1.7679,1.397,345.25,-17.4,11.475,1.9326,61.09,17.88,21.01,23.98,2.968,2594.6,77.123497
2017-11-24,58.95,0.35,63.86,1.788,1.371,342.25,-17.65,11.425,1.9529,61.64,17.86,20.99,23.96,2.813,2601.0,77.02984599999999
2017-11-27,58.11,0.27,63.84,1.7893,1.384,338.75,-16.5,11.325,1.9478,61.51,18.03,21.12,24.08,2.928,2601.8,76.90810400000001
2017-11-28,57.99,0.29,63.61,1.772,1.357,336.25,-17.05,11.275,1.9507,61.31,17.94,21.17,24.12,3.074,2626.0,77.957024
2017-11-29,57.3,0.31,63.11,1.7309,1.352,339.0,-16.95,11.475,1.9221,61.14,17.84,21.11,24.07,3.179,2625.1,78.050659
2017-11-30,57.4,0.32,62.63,1.7284,1.343,341.75,-17.25,11.675,1.8927,61.06,17.84,21.04,24.01,3.025,2647.9,80.18596600000001
2017-12-01,58.36,0.34,63.73,1.7416,1.35,344.75,-17.286,11.875,1.9413,61.71,14.78,21.04,23.16,3.061,2643.9,78.827995
2017-12-04,57.47,0.34,62.45,1.6922,1.347,339.5,-17.46,11.925,1.8945,61.45,13.66,21.04,22.15,2.985,2638.2,78.322266
2017-12-05,57.62,0.26,62.86,1.7184,1.35,339.75,-17.645,11.875,1.9139,60.87,14.5,19.49,22.73,2.914,2628.3,80.335815
2017-12-06,55.96,0.21,61.22,1.6609,1.317,339.25,-18.177,11.725,1.8613,60.73,13.85,19.11,22.26,2.922,2629.2,79.577209
2017-12-07,56.69,0.16,62.2,1.7,1.315,338.75,-18.696,11.175,1.897,60.12,14.59,19.73,22.88,2.763,2639.5,80.15786700000001
2017-12-08,57.36,0.16,63.4,1.7166,1.329,340.0,-19.608,10.875,1.9288,61.03,14.6,20.38,23.37,2.772,2651.0,82.040306
2017-12-11,57.99,0.31,64.69,1.7266,1.316,336.5,-20.121,10.325,1.9506,61.94,14.45,20.58,23.58,2.828,2661.6,81.665688
2017-12-12,57.14,0.36,63.34,1.6976,1.295,335.75,-21.066,10.375,1.9336,62.75,14.23,20.54,23.68,2.678,2665.1,81.422188
2017-12-13,56.6,0.25,62.44,1.6467,1.295,336.75,-21.083,10.525,1.9044,61.5,13.28,20.0,23.28,2.715,2666.4,81.89981800000001
2017-12-14,57.04,0.2,63.31,1.6707,1.274,336.25,-20.012,10.375,1.9099,60.87,13.57,19.86,23.14,2.684,2653.2,81.92791700000001
2017-12-15,57.3,0.13,63.23,1.6548,1.262,347.5,-21.012,9.925,1.9035,61.48,13.12,19.66,22.89,2.612,2669.02,82.592857
2017-12-18,57.16,0.1,63.41,1.6725,1.269,347.0,-21.012,9.875,1.9252,61.64,13.5,20.06,23.35,2.745,2694.4,83.285889
2017-12-19,57.46,0.18,63.8,1.6966,1.268,347.5,-26.7,10.075,1.9399,61.72,13.78,20.15,23.47,2.692,2684.1,82.480476
2017-12-20,58.09,0.24,64.56,1.7353,1.285,349.25,-26.75,11.425,1.9442,62.16,14.16,19.94,23.34,2.637,2681.6,84.437828
2017-12-21,58.36,0.3,64.9,1.7476,1.295,351.25,-26.75,11.225,1.9502,62.66,14.23,19.95,23.34,2.598,2687.8,84.96228
2017-12-22,58.47,0.33,65.25,1.7623,1.306,352.0,-26.75,11.425,1.9694,62.66,14.36,20.11,23.51,2.667,2686.1,85.346252
2017-12-26,59.97,0.33,67.02,1.7866,1.296,352.75,-26.75,11.325,2.0385,63.07,14.26,20.4,23.79,2.643,2687.1,86.02993000000001
2017-12-27,59.64,0.36,66.44,1.7915,1.296,353.75,-26.75,11.325,2.0402,64.24,14.34,20.41,23.84,2.738,2685.4,86.29216
2017-12-28,59.84,0.36,66.72,1.793,1.307,352.0,-25.5,11.225,2.0521,64.17,14.33,20.42,23.88,2.914,2685.7,86.442009
2017-12-29,60.42,0.36,66.87,1.7992,1.32,350.75,-25.5,11.475,2.0755,64.47,14.31,20.41,23.9,2.953,2676.0,86.076767
2018-01-04,62.01,0.46,68.07,1.8067,1.318,351.0,-24.873,10.575,2.077,66.13,22.86,21.28,25.34,2.88,2723.8,87.650139
2018-01-05,61.44,0.51,67.62,1.7858,1.315,351.25,-24.868,10.475,2.0587,65.86,22.55,21.25,25.14,2.795,2742.6,88.06221
2018-01-08,61.73,0.54,67.78,1.7918,1.305,347.25,-25.416,10.475,2.0454,65.85,22.51,20.55,24.45,2.835,2746.8,88.24015
2018-01-09,62.96,0.51,68.82,1.8362,1.326,349.0,-25.134,10.675,2.0662,66.39,22.84,20.45,24.2,2.923,2752.3,88.12775400000001
2018-01-10,63.57,0.54,69.2,1.8327,1.324,349.0,-25.015,10.575,2.0807,67.24,22.38,20.15,24.23,2.906,2750.6,88.174591
2018-01-11,63.8,0.55,69.26,1.837,1.347,348.75,-25.046,10.475,2.0767,67.38,22.03,19.94,23.95,3.084,2769.5,88.54921
2018-01-12,64.3,0.52,69.87,1.8495,1.357,346.25,-24.807,10.575,2.085,67.17,22.0,19.74,23.84,3.2,2788.7,90.609589
2018-01-16,63.73,0.56,69.15,1.8384,1.361,348.25,-24.265,11.775,2.0634,67.54,22.0,19.77,23.64,3.129,2782.6,90.047661
2018-01-17,63.97,0.56,69.38,1.8584,1.359,353.0,-24.265,12.125,2.0691,67.07,22.27,19.85,23.64,3.232,2803.7,91.368172
2018-01-18,63.95,0.42,69.31,1.8835,1.341,351.5,-24.265,12.075,2.0617,67.2,22.5,19.91,23.5,3.189,2796.2,90.33799
2018-01-19,63.37,0.21,68.61,1.8636,1.332,352.5,-26.75,11.925,2.0584,66.48,22.28,20.09,23.69,3.185,2811.0,91.087204
2018-01-22,63.49,-0.09,69.03,1.8801,1.324,352.0,-27.0,11.825,2.0569,66.89,22.52,20.15,23.58,3.224,2835.2,92.669937
2018-01-23,64.47,-0.12,69.96,1.9087,1.326,351.25,-27.5,11.975,2.0861,67.32,22.7,20.3,23.69,3.444,2839.6,92.42645300000001
2018-01-24,65.61,0.09,70.53,1.9164,1.349,356.5,-28.15,12.225,2.1061,67.61,22.0,20.2,23.59,3.509,2841.0,91.461823
2018-01-25,65.51,0.06,70.42,1.9154,1.358,355.25,-28.15,12.425,2.1154,68.46,21.95,20.37,23.72,3.447,2841.2,91.012291
2018-01-26,66.14,-0.07,70.52,1.9377,1.361,356.5,-27.7,12.325,2.136,67.94,21.83,20.3,23.77,3.505,2874.5,92.42645300000001
2018-01-29,65.56,-0.12,69.46,1.9349,1.385,358.75,-28.25,13.525,2.1048,67.6,21.84,20.22,23.66,3.631,2853.6,90.272423
2018-01-30,64.5,-0.27,69.02,1.8954,1.38,361.5,-28.75,13.975,2.0717,66.6,21.39,20.22,23.63,3.195,2824.5,88.352524
2018-01-31,64.73,-0.16,68.89,1.9075,1.39,361.5,-30.2,13.475,2.0692,66.28,22.23,20.2,23.61,2.995,2825.8,89.879082
2018-02-01,65.8,-0.07,69.65,1.8958,1.426,361.75,-30.494,13.275,2.0904,66.88,21.65,20.21,22.08,2.856,2822.4,88.680328
2018-02-02,65.45,-0.09,68.58,1.872,1.463,361.5,-30.656,15.625,2.0535,67.11,21.15,20.21,20.98,2.846,2756.7,87.27552
2018-02-05,64.15,-0.27,67.62,1.8466,1.463,358.75,-30.383,33.225,2.0196,65.75,21.27,18.75,20.85,2.747,2607.7,84.072571
2018-02-06,63.39,-0.25,66.86,1.8052,1.423,363.5,-30.09,23.875,1.9851,64.89,20.62,18.24,20.26,2.759,2694.3,84.718781
2018-02-07,61.79,-0.31,65.51,1.766,1.408,365.25,-29.41,23.425,1.9313,64.36,20.41,17.97,19.72,2.702,2668.2,84.13813
2018-02-08,61.15,-0.36,64.81,1.765,1.415,365.75,-28.184,28.1,1.9213,62.74,20.66,18.13,19.88,2.697,2593.4,81.262978
2018-02-09,59.2,-0.52,62.79,1.7002,1.403,362.0,-27.352,27.175,1.8551,61.57,20.03,17.49,19.31,2.584,2619.1,82.620956
2018-02-12,59.29,-0.53,62.59,1.6785,1.417,367.0,-26.912,25.825,1.8389,61.04,19.26,17.0,18.82,2.552,2655.2,83.96299
2018-02-13,59.19,-0.46,62.72,1.6853,1.416,366.75,-26.931,25.225,1.8369,60.52,19.44,17.0,18.82,2.594,2661.7,84.567871
2018-02-14,60.6,-0.4,64.36,1.713,1.454,367.25,-26.931,17.875,1.8844,60.62,19.2,17.26,19.1,2.587,2696.9,87.544937
2018-02-15,61.34,-0.44,64.33,1.7358,1.486,367.75,-26.931,17.525,1.8916,62.09,19.36,17.08,18.92,2.58,2733.9,87.894623
2018-02-16,61.68,-0.43,64.84,1.7509,1.484,367.5,-28.0,17.775,1.9104,62.41,19.71,17.27,19.1,2.558,2735.0,88.149811
2018-02-20,61.9,-0.42,65.25,1.7503,1.475,365.5,-28.4,18.375,1.9277,62.81,19.54,17.46,19.27,2.616,2714.1,86.552582
2018-02-21,61.68,-0.71,65.42,1.7573,1.477,365.75,-28.4,18.575,1.9323,62.5,20.04,17.6,19.38,2.659,2698.7,85.843765
2018-02-22,62.77,-0.73,66.39,1.7657,1.487,366.75,-28.0,18.075,1.9527,63.08,19.64,17.54,19.31,2.634,2711.5,86.99678
2018-02-23,63.55,-0.7,67.31,1.8085,1.471,366.25,-28.0,16.775,1.9694,64.15,20.06,17.54,19.3,2.625,2748.8,87.38426199999999
2018-03-02,61.25,-0.84,64.37,1.9014,1.458,377.25,-24.347,19.025,1.8796,61.57,18.67,17.53,17.78,2.695,2690.2,87.138542
2018-03-05,62.57,-0.83,65.54,1.9349,1.458,378.25,-25.335,18.275,1.8967,62.87,18.75,15.28,17.24,2.704,2718.4,86.533676
2018-03-06,62.6,-0.82,65.79,1.9331,1.498,379.75,-25.836,18.325,1.9033,63.24,18.65,15.5,17.43,2.749,2723.9,86.684898
2018-03-07,61.15,-0.85,64.34,1.9103,1.515,379.25,-26.324,17.875,1.8746,62.68,19.04,15.54,17.63,2.777,2723.3,86.987335
2018-03-08,60.12,-0.88,63.61,1.8677,1.512,385.75,-25.947,17.225,1.8591,61.85,18.44,15.92,17.89,2.756,2739.3,88.187607
2018-03-09,62.04,-0.86,65.49,1.9043,1.51,383.0,-25.637,15.775,1.8866,61.95,18.19,15.43,17.37,2.732,2783.9,89.142174
2018-03-12,61.36,-1.08,64.95,1.894,1.512,384.25,-25.578,16.175,1.8647,62.53,18.32,15.23,17.17,2.778,2784.1,87.601639
2018-03-13,60.71,-1.1,64.64,1.8863,1.522,385.5,-25.689,16.775,1.8739,62.15,18.5,15.84,17.79,2.786,2768.5,88.357727
2018-03-14,60.96,-1.12,64.89,1.9243,1.527,383.5,-25.762,17.375,1.8871,61.97,19.26,15.97,17.96,2.731,2749.7,87.573296
2018-03-15,61.19,-1.15,65.12,1.9248,1.514,386.75,-25.797,16.775,1.8929,62.24,19.15,16.01,17.97,2.681,2751.6,87.26140600000001
2018-03-16,62.34,-1.19,66.21,1.9459,1.493,382.75,-25.797,16.275,1.9118,62.74,19.02,15.83,17.79,2.688,2751.83,88.641266
2018-03-19,62.06,-1.24,66.05,1.9249,1.463,375.0,-25.797,18.175,1.907,63.31,18.76,15.87,17.83,2.651,2722.8,87.837921
2018-03-20,63.4,-1.27,67.42,1.9659,1.462,374.5,-24.6,18.375,1.9495,64.11,18.89,16.1,17.98,2.675,2723.6,89.283928
2018-03-21,65.17,-1.39,69.47,2.0122,1.471,375.0,-24.6,17.325,2.0037,65.39,18.99,16.33,18.19,2.638,2718.3,90.21012900000001
2018-03-22,64.3,-1.43,68.91,2.0096,1.481,376.0,-23.5,19.375,1.9923,66.19,19.21,16.42,18.3,2.617,2643.3,87.93244200000001
2018-03-23,65.88,-1.53,70.45,2.0336,1.451,377.25,-23.4,20.425,2.0184,66.4,19.08,16.31,18.19,2.591,2597.8,86.212349
2018-03-26,65.55,-1.6,70.12,2.0104,1.43,374.0,-23.0,19.325,2.015,66.81,18.95,16.34,18.22,2.618,2659.5,89.076004
